"ID"	"CellType"	"Sample"
"c652"	"CD8+_T_cell"	"sample1"
"c653"	"Epithelial_cell"	"sample1"
"c654"	"Epithelial_cell"	"sample1"
"c655"	"Plasma_cell"	"sample1"
"c656"	"Plasma_cell"	"sample1"
"c657"	"Plasma_cell"	"sample1"
"c658"	"CD8+_T_cell"	"sample1"
"c659"	"Plasma_cell"	"sample1"
"c660"	"CD8+_T_cell"	"sample1"
"c661"	"Endothelial_cell"	"sample1"
"c662"	"Fibroblast"	"sample1"
"c663"	"Epithelial_cell"	"sample1"
"c664"	"Epithelial_cell"	"sample1"
"c665"	"Plasma_cell"	"sample1"
"c666"	"Macrophage"	"sample1"
"c667"	"Plasma_cell"	"sample1"
"c668"	"Epithelial_cell"	"sample1"
"c669"	"CD8+_T_cell"	"sample1"
"c670"	"Epithelial_cell"	"sample1"
"c671"	"Fibroblast"	"sample1"
"c672"	"Epithelial_cell"	"sample1"
"c673"	"Epithelial_cell"	"sample1"
"c674"	"Epithelial_cell"	"sample1"
"c675"	"Epithelial_cell"	"sample1"
"c676"	"Epithelial_cell"	"sample1"
"c677"	"Epithelial_cell"	"sample1"
"c678"	"Epithelial_cell"	"sample1"
"c679"	"B_cell"	"sample1"
"c680"	"Endothelial_cell"	"sample1"
"c681"	"Plasma_cell"	"sample1"
"c682"	"CD4+_T_cell"	"sample1"
"c683"	"Epithelial_cell"	"sample1"
"c684"	"CD8+_T_cell"	"sample1"
"c685"	"CD8+_T_cell"	"sample1"
"c686"	"Macrophage"	"sample1"
"c687"	"Epithelial_cell"	"sample1"
"c688"	"Fibroblast"	"sample1"
"c689"	"Epithelial_cell"	"sample1"
"c690"	"Myeloid_cell"	"sample1"
"c691"	"Epithelial_cell"	"sample1"
"c692"	"Mast_cell"	"sample1"
"c693"	"Epithelial_cell"	"sample1"
"c694"	"Epithelial_cell"	"sample1"
"c695"	"Plasma_cell"	"sample1"
"c696"	"Epithelial_cell"	"sample1"
"c697"	"CD8+_T_cell"	"sample1"
"c698"	"Myeloid_cell"	"sample1"
"c699"	"Epithelial_cell"	"sample1"
"c700"	"Mast_cell"	"sample1"
"c701"	"CD8+_T_cell"	"sample1"
"c702"	"CD8+_T_cell"	"sample1"
"c703"	"Epithelial_cell"	"sample1"
"c704"	"Epithelial_cell"	"sample1"
"c705"	"Epithelial_cell"	"sample1"
"c706"	"Fibroblast"	"sample1"
"c707"	"Plasma_cell"	"sample1"
"c708"	"Epithelial_cell"	"sample1"
"c709"	"Epithelial_cell"	"sample1"
"c710"	"Plasma_cell"	"sample1"
"c711"	"CD8+_T_cell"	"sample1"
"c712"	"CD8+_T_cell"	"sample1"
"c713"	"Mast_cell"	"sample1"
"c714"	"CD8+_T_cell"	"sample1"
"c715"	"CD8+_T_cell"	"sample1"
"c716"	"Mast_cell"	"sample1"
"c717"	"Epithelial_cell"	"sample1"
"c718"	"B_cell"	"sample1"
"c719"	"Plasma_cell"	"sample1"
"c720"	"Plasma_cell"	"sample1"
"c721"	"NK_cell"	"sample1"
"c722"	"Plasma_cell"	"sample1"
"c723"	"Epithelial_cell"	"sample1"
"c724"	"NK_cell"	"sample1"
"c725"	"B_cell"	"sample1"
"c726"	"Plasma_cell"	"sample1"
"c727"	"Plasma_cell"	"sample1"
"c728"	"Epithelial_cell"	"sample1"
"c729"	"Fibroblast"	"sample1"
"c730"	"Mast_cell"	"sample1"
"c731"	"Epithelial_cell"	"sample1"
"c732"	"Plasma_cell"	"sample1"
"c733"	"B_cell"	"sample1"
"c734"	"Epithelial_cell"	"sample1"
"c735"	"NK_cell"	"sample1"
"c736"	"Epithelial_cell"	"sample1"
"c737"	"Epithelial_cell"	"sample1"
"c738"	"Epithelial_cell"	"sample1"
"c739"	"Plasma_cell"	"sample1"
"c740"	"Plasma_cell"	"sample1"
"c741"	"Mast_cell"	"sample1"
"c742"	"Macrophage"	"sample1"
"c743"	"Epithelial_cell"	"sample1"
"c744"	"Plasma_cell"	"sample1"
"c745"	"CD8+_T_cell"	"sample1"
"c746"	"Fibroblast"	"sample1"
"c747"	"Epithelial_cell"	"sample1"
"c748"	"Plasma_cell"	"sample1"
"c749"	"Mast_cell"	"sample1"
"c750"	"Epithelial_cell"	"sample1"
"c751"	"Epithelial_cell"	"sample1"
"c752"	"CD4+_T_cell"	"sample1"
"c753"	"B_cell"	"sample1"
"c754"	"Epithelial_cell"	"sample1"
"c755"	"B_cell"	"sample1"
"c756"	"Epithelial_cell"	"sample1"
"c757"	"Fibroblast"	"sample1"
"c758"	"CD8+_T_cell"	"sample1"
"c759"	"CD8+_T_cell"	"sample1"
"c760"	"CD8+_T_cell"	"sample1"
"c761"	"B_cell"	"sample1"
"c762"	"Mast_cell"	"sample1"
"c763"	"Epithelial_cell"	"sample1"
"c764"	"Epithelial_cell"	"sample1"
"c765"	"Plasma_cell"	"sample1"
"c766"	"Epithelial_cell"	"sample1"
"c767"	"Epithelial_cell"	"sample1"
"c768"	"Epithelial_cell"	"sample1"
"c769"	"Epithelial_cell"	"sample1"
"c770"	"Plasma_cell"	"sample1"
"c771"	"Plasma_cell"	"sample1"
"c772"	"Myeloid_cell"	"sample1"
"c773"	"Epithelial_cell"	"sample1"
"c774"	"Epithelial_cell"	"sample1"
"c775"	"CD8+_T_cell"	"sample1"
"c776"	"CD8+_T_cell"	"sample1"
"c777"	"Epithelial_cell"	"sample1"
"c778"	"Macrophage"	"sample1"
"c779"	"CD8+_T_cell"	"sample1"
"c780"	"CD8+_T_cell"	"sample1"
"c781"	"Epithelial_cell"	"sample1"
"c782"	"CD4+_T_cell"	"sample1"
"c783"	"Plasma_cell"	"sample1"
"c784"	"NK_cell"	"sample1"
"c785"	"Plasma_cell"	"sample1"
"c786"	"Endothelial_cell"	"sample1"
"c787"	"Plasma_cell"	"sample1"
"c788"	"CD8+_T_cell"	"sample1"
"c789"	"Epithelial_cell"	"sample1"
"c790"	"CD4+_T_cell"	"sample1"
"c791"	"Plasma_cell"	"sample1"
"c792"	"Mast_cell"	"sample1"
"c793"	"Plasma_cell"	"sample1"
"c794"	"Epithelial_cell"	"sample1"
"c795"	"Plasma_cell"	"sample1"
"c796"	"CD8+_T_cell"	"sample1"
"c797"	"CD4+_T_cell"	"sample1"
"c798"	"CD8+_T_cell"	"sample1"
"c799"	"Fibroblast"	"sample1"
"c800"	"Plasma_cell"	"sample1"
"c801"	"CD8+_T_cell"	"sample1"
"c802"	"Epithelial_cell"	"sample1"
"c803"	"Epithelial_cell"	"sample1"
"c804"	"Plasma_cell"	"sample1"
"c805"	"Plasma_cell"	"sample1"
"c806"	"Endothelial_cell"	"sample1"
"c807"	"NK_cell"	"sample1"
"c808"	"CD8+_T_cell"	"sample1"
"c809"	"CD8+_T_cell"	"sample1"
"c810"	"Plasma_cell"	"sample1"
"c811"	"B_cell"	"sample1"
"c812"	"Epithelial_cell"	"sample1"
"c813"	"CD8+_T_cell"	"sample1"
"c814"	"Epithelial_cell"	"sample1"
"c815"	"Epithelial_cell"	"sample1"
"c816"	"Epithelial_cell"	"sample1"
"c817"	"Epithelial_cell"	"sample1"
"c818"	"CD4+_T_cell"	"sample1"
"c819"	"Fibroblast"	"sample1"
"c820"	"CD8+_T_cell"	"sample1"
"c821"	"Plasma_cell"	"sample1"
"c822"	"Plasma_cell"	"sample1"
"c823"	"Epithelial_cell"	"sample1"
"c824"	"CD8+_T_cell"	"sample1"
"c825"	"Epithelial_cell"	"sample1"
"c826"	"Epithelial_cell"	"sample1"
"c827"	"CD8+_T_cell"	"sample1"
"c828"	"Epithelial_cell"	"sample1"
"c829"	"Plasma_cell"	"sample1"
"c830"	"B_cell"	"sample1"
"c831"	"Plasma_cell"	"sample1"
"c832"	"Epithelial_cell"	"sample1"
"c833"	"Myeloid_cell"	"sample1"
"c834"	"Fibroblast"	"sample1"
"c835"	"Epithelial_cell"	"sample1"
"c836"	"Epithelial_cell"	"sample1"
"c837"	"Fibroblast"	"sample1"
"c838"	"Epithelial_cell"	"sample1"
"c839"	"CD8+_T_cell"	"sample1"
"c840"	"Fibroblast"	"sample1"
"c841"	"Epithelial_cell"	"sample1"
"c842"	"Plasma_cell"	"sample1"
"c843"	"NK_cell"	"sample1"
"c844"	"NK_cell"	"sample1"
"c845"	"Epithelial_cell"	"sample1"
"c846"	"Plasma_cell"	"sample1"
"c847"	"NK_cell"	"sample1"
"c848"	"CD4+_T_cell"	"sample1"
"c849"	"Epithelial_cell"	"sample1"
"c850"	"CD4+_T_cell"	"sample1"
"c851"	"Plasma_cell"	"sample1"
"c852"	"Epithelial_cell"	"sample1"
"c853"	"B_cell"	"sample1"
"c854"	"Epithelial_cell"	"sample1"
"c855"	"CD8+_T_cell"	"sample1"
"c856"	"CD8+_T_cell"	"sample1"
"c857"	"Plasma_cell"	"sample1"
"c858"	"Epithelial_cell"	"sample1"
"c859"	"CD8+_T_cell"	"sample1"
"c860"	"CD4+_T_cell"	"sample1"
"c861"	"Epithelial_cell"	"sample1"
"c862"	"Epithelial_cell"	"sample1"
"c863"	"Epithelial_cell"	"sample1"
"c864"	"CD4+_T_cell"	"sample1"
"c865"	"B_cell"	"sample1"
"c866"	"CD4+_T_cell"	"sample1"
"c867"	"Epithelial_cell"	"sample1"
"c868"	"Plasma_cell"	"sample1"
"c869"	"Mast_cell"	"sample1"
"c870"	"Fibroblast"	"sample1"
"c871"	"Epithelial_cell"	"sample1"
"c872"	"CD8+_T_cell"	"sample1"
"c873"	"Fibroblast"	"sample1"
"c874"	"Epithelial_cell"	"sample1"
"c875"	"Mast_cell"	"sample1"
"c876"	"CD8+_T_cell"	"sample1"
"c877"	"Plasma_cell"	"sample1"
"c878"	"Epithelial_cell"	"sample1"
"c879"	"Epithelial_cell"	"sample1"
"c880"	"Plasma_cell"	"sample1"
"c881"	"Plasma_cell"	"sample1"
"c882"	"NK_cell"	"sample1"
"c883"	"Macrophage"	"sample1"
"c884"	"Plasma_cell"	"sample1"
"c885"	"B_cell"	"sample1"
"c886"	"Mast_cell"	"sample1"
"c887"	"Macrophage"	"sample1"
"c888"	"NK_cell"	"sample1"
"c889"	"Epithelial_cell"	"sample1"
"c890"	"Fibroblast"	"sample1"
"c891"	"Endothelial_cell"	"sample1"
"c892"	"Epithelial_cell"	"sample1"
"c893"	"Plasma_cell"	"sample1"
"c894"	"Plasma_cell"	"sample1"
"c895"	"B_cell"	"sample1"
"c896"	"Epithelial_cell"	"sample1"
"c897"	"Endothelial_cell"	"sample1"
"c898"	"Epithelial_cell"	"sample1"
"c899"	"Epithelial_cell"	"sample1"
"c900"	"B_cell"	"sample1"
"c901"	"Fibroblast"	"sample1"
"c902"	"Plasma_cell"	"sample1"
"c903"	"B_cell"	"sample1"
"c904"	"Epithelial_cell"	"sample1"
"c905"	"Macrophage"	"sample1"
"c906"	"Epithelial_cell"	"sample1"
"c907"	"Macrophage"	"sample1"
"c908"	"Epithelial_cell"	"sample1"
"c909"	"CD4+_T_cell"	"sample1"
"c910"	"Endothelial_cell"	"sample1"
"c911"	"CD8+_T_cell"	"sample1"
"c912"	"Endothelial_cell"	"sample1"
"c913"	"Plasma_cell"	"sample1"
"c914"	"Plasma_cell"	"sample1"
"c915"	"B_cell"	"sample1"
"c916"	"CD8+_T_cell"	"sample1"
"c917"	"Epithelial_cell"	"sample1"
"c918"	"Endothelial_cell"	"sample1"
"c919"	"CD4+_T_cell"	"sample1"
"c920"	"Plasma_cell"	"sample1"
"c921"	"Plasma_cell"	"sample1"
"c922"	"Plasma_cell"	"sample1"
"c923"	"Epithelial_cell"	"sample1"
"c924"	"CD8+_T_cell"	"sample1"
"c925"	"Plasma_cell"	"sample1"
"c926"	"Epithelial_cell"	"sample1"
"c927"	"Epithelial_cell"	"sample1"
"c928"	"Mast_cell"	"sample1"
"c929"	"Plasma_cell"	"sample1"
"c930"	"Epithelial_cell"	"sample1"
"c931"	"Epithelial_cell"	"sample1"
"c932"	"Epithelial_cell"	"sample1"
"c933"	"Epithelial_cell"	"sample1"
"c934"	"Epithelial_cell"	"sample1"
"c935"	"Plasma_cell"	"sample1"
"c936"	"Plasma_cell"	"sample1"
"c937"	"Plasma_cell"	"sample1"
"c938"	"CD8+_T_cell"	"sample1"
"c939"	"Epithelial_cell"	"sample1"
"c940"	"Plasma_cell"	"sample1"
"c941"	"Epithelial_cell"	"sample1"
"c942"	"CD8+_T_cell"	"sample1"
"c943"	"Plasma_cell"	"sample1"
"c944"	"Plasma_cell"	"sample1"
"c945"	"Epithelial_cell"	"sample1"
"c946"	"Epithelial_cell"	"sample1"
"c947"	"Endothelial_cell"	"sample1"
"c948"	"CD8+_T_cell"	"sample1"
"c949"	"Epithelial_cell"	"sample1"
"c950"	"Endothelial_cell"	"sample1"
"c951"	"Epithelial_cell"	"sample1"
"c952"	"Plasma_cell"	"sample1"
"c953"	"Epithelial_cell"	"sample1"
"c954"	"Plasma_cell"	"sample1"
"c955"	"Epithelial_cell"	"sample1"
"c956"	"Epithelial_cell"	"sample1"
"c957"	"Epithelial_cell"	"sample1"
"c958"	"Epithelial_cell"	"sample1"
"c959"	"B_cell"	"sample1"
"c960"	"CD8+_T_cell"	"sample1"
"c961"	"CD8+_T_cell"	"sample1"
"c962"	"Fibroblast"	"sample1"
"c963"	"CD4+_T_cell"	"sample1"
"c964"	"Endothelial_cell"	"sample1"
"c965"	"B_cell"	"sample1"
"c966"	"NK_cell"	"sample1"
"c967"	"CD4+_T_cell"	"sample1"
"c968"	"Epithelial_cell"	"sample1"
"c969"	"Macrophage"	"sample1"
"c970"	"CD8+_T_cell"	"sample1"
"c971"	"CD4+_T_cell"	"sample1"
"c972"	"CD4+_T_cell"	"sample1"
"c973"	"Epithelial_cell"	"sample1"
"c974"	"Mast_cell"	"sample1"
"c975"	"CD8+_T_cell"	"sample1"
"c976"	"Plasma_cell"	"sample1"
"c977"	"Macrophage"	"sample1"
"c978"	"Plasma_cell"	"sample1"
"c979"	"CD8+_T_cell"	"sample1"
"c980"	"Epithelial_cell"	"sample1"
"c981"	"Epithelial_cell"	"sample1"
"c982"	"Epithelial_cell"	"sample1"
"c983"	"Plasma_cell"	"sample1"
"c984"	"Epithelial_cell"	"sample1"
"c985"	"Mast_cell"	"sample1"
"c986"	"Plasma_cell"	"sample1"
"c987"	"Plasma_cell"	"sample1"
"c988"	"Plasma_cell"	"sample1"
"c989"	"Plasma_cell"	"sample1"
"c990"	"CD8+_T_cell"	"sample1"
"c991"	"NK_cell"	"sample1"
"c992"	"CD8+_T_cell"	"sample1"
"c993"	"Plasma_cell"	"sample1"
"c994"	"CD8+_T_cell"	"sample1"
"c995"	"CD4+_T_cell"	"sample1"
"c996"	"Fibroblast"	"sample1"
"c997"	"Epithelial_cell"	"sample1"
"c998"	"Epithelial_cell"	"sample1"
"c999"	"Epithelial_cell"	"sample1"
"c1000"	"NK_cell"	"sample1"
"c1001"	"Epithelial_cell"	"sample1"
"c1002"	"CD4+_T_cell"	"sample1"
"c1003"	"Epithelial_cell"	"sample1"
"c1004"	"CD8+_T_cell"	"sample1"
"c1005"	"Fibroblast"	"sample1"
"c1006"	"Macrophage"	"sample1"
"c1007"	"B_cell"	"sample1"
"c1008"	"CD8+_T_cell"	"sample1"
"c1009"	"Plasma_cell"	"sample1"
"c1010"	"Macrophage"	"sample1"
"c1011"	"Plasma_cell"	"sample1"
"c1012"	"Macrophage"	"sample1"
"c1013"	"Epithelial_cell"	"sample1"
"c1014"	"B_cell"	"sample1"
"c1015"	"Plasma_cell"	"sample1"
"c1016"	"Myeloid_cell"	"sample1"
"c1017"	"Mast_cell"	"sample1"
"c1018"	"CD8+_T_cell"	"sample1"
"c1019"	"Epithelial_cell"	"sample1"
"c1020"	"Endothelial_cell"	"sample1"
"c1021"	"Plasma_cell"	"sample1"
"c1022"	"B_cell"	"sample1"
"c1023"	"Epithelial_cell"	"sample1"
"c1024"	"Epithelial_cell"	"sample1"
"c1025"	"Plasma_cell"	"sample1"
"c1026"	"CD4+_T_cell"	"sample1"
"c1027"	"CD8+_T_cell"	"sample1"
"c1028"	"Plasma_cell"	"sample1"
"c1029"	"CD8+_T_cell"	"sample1"
"c1030"	"Epithelial_cell"	"sample1"
"c1031"	"CD8+_T_cell"	"sample1"
"c1032"	"Plasma_cell"	"sample1"
"c1033"	"CD8+_T_cell"	"sample1"
"c1034"	"Epithelial_cell"	"sample1"
"c1035"	"Endothelial_cell"	"sample1"
"c1036"	"Epithelial_cell"	"sample1"
"c1037"	"Mast_cell"	"sample1"
"c1038"	"Plasma_cell"	"sample1"
"c1039"	"Plasma_cell"	"sample1"
"c1040"	"CD8+_T_cell"	"sample1"
"c1041"	"Epithelial_cell"	"sample1"
"c1042"	"CD4+_T_cell"	"sample1"
"c1043"	"Plasma_cell"	"sample1"
"c1044"	"Epithelial_cell"	"sample1"
"c1045"	"NK_cell"	"sample1"
"c1046"	"CD8+_T_cell"	"sample1"
"c1047"	"Plasma_cell"	"sample1"
"c1048"	"Epithelial_cell"	"sample1"
"c1049"	"CD8+_T_cell"	"sample1"
"c1050"	"Epithelial_cell"	"sample1"
"c1051"	"CD8+_T_cell"	"sample1"
"c1052"	"Epithelial_cell"	"sample1"
"c1053"	"Epithelial_cell"	"sample1"
"c1054"	"Plasma_cell"	"sample1"
"c1055"	"CD8+_T_cell"	"sample1"
"c1056"	"Plasma_cell"	"sample1"
"c1057"	"Myeloid_cell"	"sample1"
"c1058"	"Plasma_cell"	"sample1"
"c1059"	"Plasma_cell"	"sample1"
"c1060"	"Plasma_cell"	"sample1"
"c1061"	"CD4+_T_cell"	"sample1"
"c1062"	"Epithelial_cell"	"sample1"
"c1063"	"Epithelial_cell"	"sample1"
"c1064"	"Endothelial_cell"	"sample1"
"c1065"	"Epithelial_cell"	"sample1"
"c1066"	"Plasma_cell"	"sample1"
"c1067"	"Epithelial_cell"	"sample1"
"c1068"	"B_cell"	"sample1"
"c1069"	"B_cell"	"sample1"
"c1070"	"CD4+_T_cell"	"sample1"
"c1071"	"Mast_cell"	"sample1"
"c1072"	"Mast_cell"	"sample1"
"c1073"	"Plasma_cell"	"sample1"
"c1074"	"Plasma_cell"	"sample1"
"c1075"	"Epithelial_cell"	"sample1"
"c1076"	"Epithelial_cell"	"sample1"
"c1077"	"Epithelial_cell"	"sample1"
"c1078"	"Plasma_cell"	"sample1"
"c1079"	"Epithelial_cell"	"sample1"
"c1080"	"CD8+_T_cell"	"sample1"
"c1081"	"CD4+_T_cell"	"sample1"
"c1082"	"CD8+_T_cell"	"sample1"
"c1083"	"NK_cell"	"sample1"
"c1084"	"Plasma_cell"	"sample1"
"c1085"	"CD4+_T_cell"	"sample1"
"c1086"	"Epithelial_cell"	"sample1"
"c1087"	"NK_cell"	"sample1"
"c1088"	"CD4+_T_cell"	"sample1"
"c1089"	"Plasma_cell"	"sample1"
"c1090"	"Myeloid_cell"	"sample1"
"c1091"	"CD8+_T_cell"	"sample1"
"c1092"	"CD4+_T_cell"	"sample1"
"c1093"	"CD8+_T_cell"	"sample1"
"c1094"	"CD8+_T_cell"	"sample1"
"c1095"	"Plasma_cell"	"sample1"
"c1096"	"Epithelial_cell"	"sample1"
"c1097"	"Epithelial_cell"	"sample1"
"c1098"	"Fibroblast"	"sample1"
"c1099"	"Epithelial_cell"	"sample1"
"c1100"	"CD8+_T_cell"	"sample1"
"c1101"	"Epithelial_cell"	"sample1"
"c1102"	"B_cell"	"sample1"
"c1103"	"NK_cell"	"sample1"
"c1104"	"CD8+_T_cell"	"sample1"
"c1105"	"Mast_cell"	"sample1"
"c1106"	"Epithelial_cell"	"sample1"
"c1107"	"CD8+_T_cell"	"sample1"
"c1108"	"Epithelial_cell"	"sample1"
"c1109"	"Plasma_cell"	"sample1"
"c1110"	"Fibroblast"	"sample1"
"c1111"	"Epithelial_cell"	"sample1"
"c1112"	"CD8+_T_cell"	"sample1"
"c1113"	"Plasma_cell"	"sample1"
"c1114"	"Plasma_cell"	"sample1"
"c1115"	"Fibroblast"	"sample1"
"c1116"	"Plasma_cell"	"sample1"
"c1117"	"CD8+_T_cell"	"sample1"
"c1118"	"Plasma_cell"	"sample1"
"c1119"	"Epithelial_cell"	"sample1"
"c1120"	"Plasma_cell"	"sample1"
"c1121"	"Epithelial_cell"	"sample1"
"c1122"	"Plasma_cell"	"sample1"
"c1123"	"Epithelial_cell"	"sample1"
"c1124"	"Macrophage"	"sample1"
"c1125"	"Epithelial_cell"	"sample1"
"c1126"	"Fibroblast"	"sample1"
"c1127"	"Plasma_cell"	"sample1"
"c1128"	"CD8+_T_cell"	"sample1"
"c1129"	"CD4+_T_cell"	"sample1"
"c1130"	"Plasma_cell"	"sample1"
"c1131"	"Epithelial_cell"	"sample1"
"c1132"	"Epithelial_cell"	"sample1"
"c1133"	"Epithelial_cell"	"sample1"
"c1134"	"Plasma_cell"	"sample1"
"c1135"	"NK_cell"	"sample1"
"c1136"	"Fibroblast"	"sample1"
"c1137"	"Mast_cell"	"sample1"
"c1138"	"Plasma_cell"	"sample1"
"c1139"	"Endothelial_cell"	"sample1"
"c1140"	"Epithelial_cell"	"sample1"
"c1141"	"CD8+_T_cell"	"sample1"
"c1142"	"Myeloid_cell"	"sample1"
"c1143"	"Plasma_cell"	"sample1"
"c1144"	"B_cell"	"sample1"
"c1145"	"CD8+_T_cell"	"sample1"
"c1146"	"Epithelial_cell"	"sample1"
"c1147"	"NK_cell"	"sample1"
"c1148"	"Plasma_cell"	"sample1"
"c1149"	"NK_cell"	"sample1"
"c1150"	"Mast_cell"	"sample1"
"c1151"	"Epithelial_cell"	"sample1"
"c1152"	"NK_cell"	"sample1"
"c1153"	"Epithelial_cell"	"sample1"
"c1154"	"Plasma_cell"	"sample1"
"c1155"	"Plasma_cell"	"sample1"
"c1156"	"CD4+_T_cell"	"sample1"
"c1157"	"NK_cell"	"sample1"
"c1158"	"Epithelial_cell"	"sample1"
"c1159"	"CD4+_T_cell"	"sample1"
"c1160"	"Plasma_cell"	"sample1"
"c1161"	"CD4+_T_cell"	"sample1"
"c1162"	"CD8+_T_cell"	"sample1"
"c1163"	"Epithelial_cell"	"sample1"
"c1164"	"CD4+_T_cell"	"sample1"
"c1165"	"Epithelial_cell"	"sample1"
"c1166"	"Epithelial_cell"	"sample1"
"c1167"	"CD8+_T_cell"	"sample1"
"c1168"	"CD4+_T_cell"	"sample1"
"c1169"	"Epithelial_cell"	"sample1"
"c1170"	"B_cell"	"sample1"
"c1171"	"Plasma_cell"	"sample1"
"c1172"	"Plasma_cell"	"sample1"
"c1173"	"CD8+_T_cell"	"sample1"
"c1174"	"B_cell"	"sample1"
"c1175"	"Mast_cell"	"sample1"
"c1176"	"CD4+_T_cell"	"sample1"
"c1177"	"Epithelial_cell"	"sample1"
"c1178"	"Plasma_cell"	"sample1"
"c1179"	"Plasma_cell"	"sample1"
"c1180"	"CD8+_T_cell"	"sample1"
"c1181"	"Epithelial_cell"	"sample1"
"c1182"	"NK_cell"	"sample1"
"c1183"	"CD8+_T_cell"	"sample1"
"c1184"	"Macrophage"	"sample1"
"c1185"	"CD8+_T_cell"	"sample1"
"c1186"	"CD8+_T_cell"	"sample1"
"c1187"	"Mast_cell"	"sample1"
"c1188"	"CD8+_T_cell"	"sample1"
"c1189"	"Epithelial_cell"	"sample1"
"c1190"	"B_cell"	"sample1"
"c1191"	"Plasma_cell"	"sample1"
"c1192"	"Epithelial_cell"	"sample1"
"c1193"	"Fibroblast"	"sample1"
"c1194"	"Plasma_cell"	"sample1"
"c1195"	"NK_cell"	"sample1"
"c1196"	"Fibroblast"	"sample1"
"c1197"	"Plasma_cell"	"sample1"
"c1198"	"Mast_cell"	"sample1"
"c1199"	"Plasma_cell"	"sample1"
"c1200"	"Plasma_cell"	"sample1"
"c1201"	"CD4+_T_cell"	"sample1"
"c1202"	"CD8+_T_cell"	"sample1"
"c1203"	"NK_cell"	"sample1"
"c1204"	"Plasma_cell"	"sample1"
"c1205"	"Epithelial_cell"	"sample1"
"c1206"	"Plasma_cell"	"sample1"
"c1207"	"Plasma_cell"	"sample1"
"c1208"	"Epithelial_cell"	"sample1"
"c1209"	"CD8+_T_cell"	"sample1"
"c1210"	"B_cell"	"sample1"
"c1211"	"CD8+_T_cell"	"sample1"
"c1212"	"Epithelial_cell"	"sample1"
"c1213"	"CD8+_T_cell"	"sample1"
"c1214"	"Epithelial_cell"	"sample1"
"c1215"	"Epithelial_cell"	"sample1"
"c1216"	"Plasma_cell"	"sample1"
"c1217"	"Endothelial_cell"	"sample1"
"c1218"	"Plasma_cell"	"sample1"
"c1219"	"Plasma_cell"	"sample1"
"c1220"	"Epithelial_cell"	"sample1"
"c1221"	"CD8+_T_cell"	"sample1"
"c1222"	"CD8+_T_cell"	"sample1"
"c1223"	"CD8+_T_cell"	"sample1"
"c1224"	"NK_cell"	"sample1"
"c1225"	"Plasma_cell"	"sample1"
"c1226"	"CD8+_T_cell"	"sample1"
"c1227"	"Plasma_cell"	"sample1"
"c1228"	"Plasma_cell"	"sample1"
"c1229"	"Plasma_cell"	"sample1"
"c1230"	"CD8+_T_cell"	"sample1"
"c1231"	"Epithelial_cell"	"sample1"
"c1232"	"CD4+_T_cell"	"sample1"
"c1233"	"Epithelial_cell"	"sample1"
"c1234"	"Myeloid_cell"	"sample1"
"c1235"	"CD8+_T_cell"	"sample1"
"c1236"	"Epithelial_cell"	"sample1"
"c1237"	"Plasma_cell"	"sample1"
"c1238"	"Epithelial_cell"	"sample1"
"c1239"	"Epithelial_cell"	"sample1"
"c1240"	"Epithelial_cell"	"sample1"
"c1241"	"Plasma_cell"	"sample1"
"c1242"	"Fibroblast"	"sample1"
"c1243"	"Epithelial_cell"	"sample1"
"c1244"	"Epithelial_cell"	"sample1"
"c1245"	"CD8+_T_cell"	"sample1"
"c1246"	"Fibroblast"	"sample1"
"c1247"	"Endothelial_cell"	"sample1"
"c1248"	"B_cell"	"sample1"
"c1249"	"Myeloid_cell"	"sample1"
"c1250"	"Endothelial_cell"	"sample1"
"c1251"	"Fibroblast"	"sample1"
"c1252"	"Plasma_cell"	"sample1"
"c1253"	"Epithelial_cell"	"sample1"
"c1254"	"Epithelial_cell"	"sample1"
"c1255"	"Fibroblast"	"sample1"
"c1256"	"Endothelial_cell"	"sample1"
"c1257"	"CD4+_T_cell"	"sample1"
"c1258"	"CD8+_T_cell"	"sample1"
"c1259"	"Plasma_cell"	"sample1"
"c1260"	"Endothelial_cell"	"sample1"
"c1261"	"CD8+_T_cell"	"sample1"
"c1262"	"Epithelial_cell"	"sample1"
"c1263"	"Plasma_cell"	"sample1"
"c1264"	"B_cell"	"sample1"
"c1265"	"CD4+_T_cell"	"sample1"
"c1266"	"Mast_cell"	"sample1"
"c1267"	"Fibroblast"	"sample1"
"c1268"	"Epithelial_cell"	"sample1"
"c1269"	"B_cell"	"sample1"
"c1270"	"Macrophage"	"sample1"
"c1271"	"Fibroblast"	"sample1"
"c1272"	"B_cell"	"sample1"
"c1273"	"CD4+_T_cell"	"sample1"
"c1274"	"Epithelial_cell"	"sample1"
"c1275"	"Epithelial_cell"	"sample1"
"c1276"	"Epithelial_cell"	"sample1"
"c1277"	"Plasma_cell"	"sample1"
"c1278"	"Epithelial_cell"	"sample1"
"c1279"	"Epithelial_cell"	"sample1"
"c1280"	"CD8+_T_cell"	"sample1"
"c1281"	"Epithelial_cell"	"sample1"
"c1282"	"Mast_cell"	"sample1"
"c1283"	"CD8+_T_cell"	"sample1"
"c1284"	"Plasma_cell"	"sample1"
"c1285"	"Plasma_cell"	"sample1"
"c1286"	"Epithelial_cell"	"sample1"
"c1287"	"Macrophage"	"sample1"
"c1288"	"Plasma_cell"	"sample1"
"c1289"	"Epithelial_cell"	"sample1"
"c1290"	"Macrophage"	"sample1"
